Sample ID,Sample Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Metadata Submission,Comments
851890361,cell_in_slice,human,NCBI:txid9606,,not reported,,61 years,Female,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1009237596,cell_in_slice,human,NCBI:txid9606,,not reported,,57 years,Female,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1030889580,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1010235793,cell_in_slice,human,NCBI:txid9606,,not reported,,59 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1037954559,cell_in_slice,human,NCBI:txid9606,,not reported,,50 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1037771118,cell_in_slice,human,NCBI:txid9606,,not reported,,50 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1059245963,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,ParL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1069007585,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,AOrG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1061726425,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,ParL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1069247301,cell_in_slice,human,NCBI:txid9606,,not reported,,50 years,Male,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1072177800,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1072182998,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1077511719,cell_in_slice,human,NCBI:txid9606,,not reported,,80 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1077522855,cell_in_slice,human,NCBI:txid9606,,not reported,,80 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1122750549,cell_in_slice,human,NCBI:txid9606,,not reported,,25 years,Male,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
852618052,cell_in_slice,human,NCBI:txid9606,,not reported,,73 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1117906881,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1117923444,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1118325580,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1010240782,cell_in_slice,human,NCBI:txid9606,,not reported,,59 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
588155120,cell_in_slice,human,NCBI:txid9606,,not reported,,60 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
588157408,cell_in_slice,human,NCBI:txid9606,,not reported,,60 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1087702805,cell_in_slice,human,NCBI:txid9606,,not reported,,64 years,Male,wt/wt,cell morphology,Patch-seq,TCx,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1089232011,cell_in_slice,human,NCBI:txid9606,,not reported,,21 years,Female,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737279230,cell_in_slice,human,NCBI:txid9606,,not reported,,40 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737294116,cell_in_slice,human,NCBI:txid9606,,not reported,,40 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737192130,cell_in_slice,human,NCBI:txid9606,,not reported,,40 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737133884,cell_in_slice,human,NCBI:txid9606,,not reported,,40 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1005040969,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001449781,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001491745,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1003264853,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
728429586,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,SPL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
770268110,cell_in_slice,human,NCBI:txid9606,,not reported,,36 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
851708413,cell_in_slice,human,NCBI:txid9606,,not reported,,61 years,Female,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
793528028,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
767425258,cell_in_slice,human,NCBI:txid9606,,not reported,,60 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
872139724,cell_in_slice,human,NCBI:txid9606,,not reported,,41 years,Female,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
774423903,cell_in_slice,human,NCBI:txid9606,,not reported,,34 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
757173647,cell_in_slice,human,NCBI:txid9606,,not reported,,45 years,Female,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
856026313,cell_in_slice,human,NCBI:txid9606,,not reported,,61 years,Female,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
880966061,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
819223815,cell_in_slice,human,NCBI:txid9606,,not reported,,31 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
852586164,cell_in_slice,human,NCBI:txid9606,,not reported,,73 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
932072449,cell_in_slice,human,NCBI:txid9606,,not reported,,45 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
852404081,cell_in_slice,human,NCBI:txid9606,,not reported,,73 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
954206383,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Male,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
954254588,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Male,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
851866268,cell_in_slice,human,NCBI:txid9606,,not reported,,61 years,Female,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1037673779,cell_in_slice,human,NCBI:txid9606,,not reported,,50 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1067628255,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,CgGr,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1060128853,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,ParL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1065922963,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,CgGr,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1067604979,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,CgGr,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1067615877,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,CgGr,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1060125413,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,ParL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1061691056,cell_in_slice,human,NCBI:txid9606,,not reported,,63 years,Female,wt/wt,cell morphology,Patch-seq,ParL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1069274590,cell_in_slice,human,NCBI:txid9606,,not reported,,50 years,Male,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1027559142,cell_in_slice,human,NCBI:txid9606,,not reported,,24 years,Male,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1072166386,cell_in_slice,human,NCBI:txid9606,,not reported,,44 years,Male,wt/wt,cell morphology,Patch-seq,SFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001497435,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1005083233,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737159000,cell_in_slice,human,NCBI:txid9606,,not reported,,40 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1005032781,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
732105067,cell_in_slice,human,NCBI:txid9606,,not reported,,31 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
643397120,cell_in_slice,human,NCBI:txid9606,,not reported,,58 years,Female,wt/wt,cell morphology,Patch-seq,TemL,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
656933853,cell_in_slice,human,NCBI:txid9606,,not reported,,48 years,Female,wt/wt,cell morphology,Patch-seq,LOrG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
653808728,cell_in_slice,human,NCBI:txid9606,,not reported,,36 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
653040833,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,IFGtr,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
695576844,cell_in_slice,human,NCBI:txid9606,,not reported,,31 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
701072075,cell_in_slice,human,NCBI:txid9606,,not reported,,22 years,Male,wt/wt,cell morphology,Patch-seq,PRG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001422905,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
750843552,cell_in_slice,human,NCBI:txid9606,,not reported,,45 years,Female,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
751208741,cell_in_slice,human,NCBI:txid9606,,not reported,,45 years,Female,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737549661,cell_in_slice,human,NCBI:txid9606,,not reported,,22 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737820466,cell_in_slice,human,NCBI:txid9606,,not reported,,22 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001462085,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1001483877,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1002962250,cell_in_slice,human,NCBI:txid9606,,not reported,,28 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1005097706,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
1005116394,cell_in_slice,human,NCBI:txid9606,,not reported,,27 years,Female,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
707795387,cell_in_slice,human,NCBI:txid9606,,not reported,,38 years,Female,wt/wt,cell morphology,Patch-seq,MFG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
732115399,cell_in_slice,human,NCBI:txid9606,,not reported,,31 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
737988336,cell_in_slice,human,NCBI:txid9606,,not reported,,22 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
720862326,cell_in_slice,human,NCBI:txid9606,,not reported,,23 years,Female,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
720878801,cell_in_slice,human,NCBI:txid9606,,not reported,,23 years,Female,wt/wt,cell morphology,Patch-seq,STG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
653810044,cell_in_slice,human,NCBI:txid9606,,not reported,,36 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
653854241,cell_in_slice,human,NCBI:txid9606,,not reported,,36 years,Male,wt/wt,cell morphology,Patch-seq,MTG,cell_in_slice,1,Allen Institute for Brain Science,Ed Lein,1U01MH114812-01,lein_human_pseq_m,BIL,/bil/lz/rdaibs/dd90893e7193151f,2022Q2,
